Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk▼,Comb,Solo,Ast,TFL,QBHits,Sfty
Alex Armah,WAS,29,RB,8,0,,,0.00,,,,,,,0,0.00,0.13,0.13,0.00,0.00,0.00,
Bryce Baringer,NWE,24,P,17,0,,,0.00,,,0.00,0.00,1,3,0,0.00,0.06,0.06,0.00,0.00,0.00,
Anthony Barr,MIN,31,LB,4,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.25,0.25,0.00,0.00,0.00,
Tyler Bass,BUF,26,K,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Andrew Beck,HOU,27,FB,15,12,,,0.00,,,0.00,0.07,0,0,0,0.00,0.07,0.07,0.00,0.00,0.00,
Jarrick Bernard-Converse,NYJ,23,S,8,0,,,0.00,,,,,,,0,0.00,0.25,0.13,0.13,0.00,0.00,
Ross Blacklock,2TM,25,DL-DT,4,0,,,0.00,,,,,,,0,0.00,0.50,0.25,0.25,0.00,0.00,
Khari Blasingame,CHI,27,FB,16,2,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Jacob Bobenmoyer,LVR,26,LS,17,0,,,0.00,,,,,,,0,0.00,0.18,0.06,0.12,0.00,0.00,
Kris Boyd,2TM,27,CB,6,0,,,0.00,,,,,,,0,0.00,0.33,0.17,0.17,0.00,0.00,
Gary Brightwell,NYG,24,RB,7,0,,,0.00,,,,,,,0,0.00,0.14,0.14,0.00,0.00,0.00,
Jake Camarda,TAM,24,P,17,0,,,0.00,,,0.00,0.06,1,0,0,0.00,0.06,0.06,0.00,0.00,0.00,
Chance Campbell,TEN,24,LB,4,0,,,0.00,,,,,,,0,0.00,0.75,0.25,0.50,0.00,0.00,
Joe Cardona,NWE,31,LS,17,0,,,0.00,,,0.00,0.06,0,0,0,0.00,0.06,0.06,0.00,0.00,0.00,
Anders Carlson,GNB,25,K,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Daniel Carlson,LVR,28,K,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Tariq Carpenter,PIT,25,LB,3,0,,,0.00,,,,,,,0,0.00,0.67,0.33,0.33,0.00,0.00,
Shyheim Carter,TEN,27,DB,3,0,,,0.00,,,,,,,0,0.00,1.00,0.33,0.67,0.00,0.00,
Julius Chestnut,TEN,23,RB,3,0,,,0.00,,,,,,,0,0.00,0.67,0.33,0.33,0.00,0.00,
Marquise Copeland,LAR,26,DT,1,0,,,0.00,,,,,,,0,0.00,1.00,1.00,0.00,0.00,0.00,
Morgan Cox,TEN,37,LS,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Christian Darrisaw,MIN,24,T,15,15,,,0.00,,,,,,,0,0.00,0.07,0.07,0.00,0.00,0.00,
Malik Davis,DAL,25,RB,3,0,,,0.00,,,,,,,0,0.00,0.33,0.33,0.00,0.00,0.00,
Andrew DePaola*,MIN,36,LS,17,0,,,0.00,,,,,,,0,0.00,0.18,0.06,0.12,0.00,0.00,
Cameron Dicker,LAC,23,K,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Will Dissly,SEA,27,TE,16,14,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
JoJo Domann,TEN,26,LB,5,0,,,0.00,,,,,,,0,0.00,0.60,0.20,0.40,0.00,0.00,
Greg Dortch,ARI,25,WR,16,4,,,0.00,,,0.00,0.00,1,-3,0,0.00,0.13,0.06,0.06,0.00,0.00,
Cory Durden,LAR,24,DT,4,0,,,0.00,,,,,,,0,0.00,0.75,0.25,0.50,0.00,0.00,
Andrew Farmer,LAC,23,OLB,8,0,,,0.00,,,,,,,0,0.00,0.38,0.13,0.25,0.00,0.00,
Luke Farrell,JAX,26,TE,17,8,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Neil Farrell,KAN,25,DL,3,0,0.00,0.00,0.00,0,0.33,,,,,0,0.00,0.33,0.33,0.00,0.33,0.00,
Simi Fehoko,LAC,26,WR,6,0,,,0.00,,,,,,,0,0.00,0.17,0.17,0.00,0.00,0.00,
AJ Finley,LAC,22,S,12,0,,,0.00,,,0.08,0.00,0,0,0,0.00,0.25,0.08,0.17,0.00,0.00,
Jack Fox,DET,27,P,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Tomon Fox,NYG,25,OLB,1,0,,,0.00,,,,,,,0,0.00,1.00,1.00,0.00,0.00,0.00,
Royce Freeman,LAR,27,RB,14,0,,,0.00,,,,,,,0,0.00,0.29,0.07,0.21,0.00,0.00,
Kenneth Gainwell,PHI,24,RB,16,2,,,0.00,,,0.00,0.19,0,0,0,0.00,0.06,0.06,0.00,0.00,0.00,
DeMarquis Gates,CHI,27,LB,5,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.20,0.20,0.00,0.00,0.00,
Matt Gay,IND,29,K,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Joe Gaziano,ATL,27,DL,2,0,,,0.00,,,,,,,0,0.00,1.00,0.50,0.50,0.00,0.00,
Trenton Gill,CHI,24,P,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Blake Gillikin,ARI,25,P,13,0,,,0.00,,,,,,,0,0.00,0.15,0.08,0.08,0.00,0.00,
Xavier Gipson,NYJ,22,WR,17,3,,,0.00,,,0.00,0.29,1,0,0,0.00,0.06,0.06,0.00,0.00,0.00,
Jalen Graham,SFO,22,LB,4,0,,,0.00,,,,,,,0,0.00,0.25,0.25,0.00,0.00,0.00,
A.J. Green,CLE,25,CB,3,0,,,0.00,,,,,,,0,0.00,0.33,0.33,0.00,0.00,0.00,
Peyton Hendershot,DAL,24,TE,8,1,,,0.00,,,,,,,0,0.00,0.38,0.13,0.25,0.00,0.00,
Parker Hesse,ATL,28,TE,3,0,,,0.00,,,,,,,0,0.00,0.33,0.33,0.00,0.00,0.00,
Connor Heyward,PIT,24,TE,17,7,,,0.00,,,,,,,0,0.00,0.12,0.06,0.06,0.00,0.00,
Jesper Horsted,LVR,26,TE,13,0,,,0.00,,,,,,,0,0.00,0.31,0.08,0.23,0.00,0.00,
James Houston,DET,25,LB,2,1,,,0.00,,,,,,,0,0.00,0.50,0.50,0.00,0.00,0.50,
Thomas Incoom,DEN,24,OLB,4,0,,,0.00,,,,,,,0,0.00,0.50,0.25,0.25,0.00,0.00,
Shedrick Jackson,CIN,24,WR,5,0,,,0.00,,,,,,,0,0.00,0.20,0.20,0.00,0.00,0.00,
Craig James,NYJ,27,CB,2,0,0.00,0.00,0.00,0,0.50,,,,,0,0.00,0.50,0.50,0.00,0.00,0.00,
J.J. Jansen,CAR,37,LS,17,0,,,0.00,,,,,,,0,0.00,0.12,0.06,0.06,0.00,0.00,
Rakim Jarrett,TAM,22,WR,10,0,,,0.00,,,,,,,0,0.00,0.10,0.10,0.00,0.00,0.00,
Ty Johnson,BUF,26,RB,10,0,,,0.00,,,0.00,0.10,1,0,0,0.00,0.10,0.10,0.00,0.00,0.00,
Andre Jones,WAS,25,DE,14,2,0.00,0.00,0.00,0,0.21,,,,,0,0.00,0.29,0.07,0.21,0.00,0.00,
Velus Jones Jr.,CHI,26,WR,14,0,,,0.00,,,,,,,0,0.00,0.29,0.07,0.21,0.00,0.00,
Khalid Kareem,CHI,25,DL,1,0,0.00,0.00,0.00,0,1.00,,,,,0,0.00,1.00,1.00,0.00,0.00,0.00,
Dallin Leavitt,GNB,29,S,10,0,,,0.00,,,,,,,0,0.00,0.20,0.10,0.10,0.00,0.00,
Brodric Martin,DET,24,DL,3,0,,,0.00,,,,,,,0,0.00,1.00,0.33,0.67,0.00,0.00,
Ochaun Mathis,LAR,24,OLB,8,0,,,0.00,,,,,,,0,0.00,0.25,0.13,0.13,0.00,0.13,
Christian Matthew,2TM,27,CB-DB,6,0,,,0.00,,,,,,,0,0.00,0.17,0.17,0.00,0.00,0.00,
Kana'i Mauga,LVR,23,LB,5,0,,,0.00,,,,,,,0,0.00,0.60,0.20,0.40,0.00,0.00,
Trey McBride,ARI,24,TE,17,12,,,0.00,,,0.00,0.06,0,0,0,0.00,0.06,0.06,0.00,0.00,0.00,
Bobby McCain,NYG,30,S,10,0,0.00,0.00,0.00,0,0.10,0.00,0.10,0,0,0,0.00,0.10,0.10,0.00,0.00,0.00,
Tanner McCalister,CLE,22,S,3,0,,,0.00,,,,,,,0,0.00,0.67,0.33,0.33,0.00,0.00,
Liam McCullough,ATL,26,LS,17,0,,,0.00,,,,,,,0,0.00,0.18,0.06,0.12,0.00,0.00,
T.Y. McGill,SFO,31,DL,2,0,,,0.00,,,0.50,0.00,0,0,0,0.00,1.00,0.50,0.50,0.00,0.50,
Jaleel McLaughlin,DEN,23,RB,17,3,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Brandon McManus,JAX,32,K,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Bo Melton,GNB,24,WR,5,1,,,0.00,,,,,,,0,0.00,0.20,0.20,0.00,0.00,0.00,
Scott Miller,ATL,26,WR,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Keaton Mitchell,BAL,21,RB,8,2,,,0.00,,,,,,,0,0.00,0.25,0.13,0.13,0.00,0.00,
Chris Moore,TEN,30,WR,17,5,,,0.00,,,0.06,0.06,0,0,0,0.00,0.12,0.06,0.06,0.00,0.00,
Caleb Murphy,TEN,24,OLB,3,0,,,0.00,,,,,,,0,0.00,0.67,0.33,0.33,0.00,0.00,
PJ Mustipher,NOR,24,DT,4,0,,,0.00,,,,,,,0,0.00,1.00,0.25,0.75,0.00,0.00,
Jalen Nailor,MIN,24,WR,6,1,,,0.00,,,,,,,0,0.00,0.17,0.17,0.00,0.00,0.00,
Ben Niemann,DEN,28,LB,7,0,,,0.00,,,,,,,0,0.00,0.29,0.14,0.14,0.00,0.00,
Trevor Nowaske,DET,25,LB,2,0,,,0.00,,,,,,,0,0.00,0.50,0.50,0.00,0.00,0.00,
Kene Nwangwu,MIN,25,RB,9,0,,,0.00,,,,,,,0,0.00,0.11,0.11,0.00,0.00,0.00,
Efe Obada,WAS,31,DE,5,0,,,0.00,,,,,,,0,0.00,0.40,0.20,0.20,0.00,0.00,
Gunner Olszewski,2TM,27,WR,12,0,,,0.00,,,0.00,0.33,1,0,0,0.00,0.08,0.08,0.00,0.00,0.00,
AJ Parker,CAR,25,CB,1,0,,,0.00,,,,,,,0,0.00,4.00,1.00,3.00,0.00,0.00,
Lucas Patrick,CHI,30,OL,16,15,,,0.00,,,0.00,0.06,2,0,0,0.00,0.06,0.06,0.00,0.00,0.00,
Kyle Phillips,NOR,26,DE,5,0,,,0.00,,,,,,,0,0.00,0.60,0.20,0.40,0.00,0.00,
Jason Pierre-Paul,2TM,34,DE,3,0,,,0.00,,,,,,,0,0.00,0.67,0.33,0.33,0.00,0.00,
Brandon Pili,MIA,24,DT,4,0,,,0.00,,,,,,,0,0.00,0.50,0.25,0.25,0.00,0.00,
Adam Prentice,NOR,26,FB,13,1,,,0.00,,,0.00,0.08,0,0,0,0.00,0.38,0.08,0.31,0.00,0.00,
Byron Pringle,WAS,30,WR,17,1,,,0.00,,,0.00,0.06,0,0,0,0.00,0.06,0.06,0.00,0.00,0.00,
James Proche,CLE,27,WR,10,1,,,0.00,,,0.00,0.10,0,0,0,0.00,0.10,0.10,0.00,0.00,0.00,
Joshua Pryor,WAS,24,DE,7,0,,,0.00,,,,,,,0,0.00,0.14,0.14,0.00,0.00,0.00,
Shaquille Quarterman,JAX,26,LB,17,0,,,0.00,,,,,,,0,0.00,0.12,0.06,0.06,0.00,0.00,
Malik Reed,LVR,27,DB,4,2,,,0.00,,,,,,,0,0.00,0.75,0.25,0.50,0.00,0.00,
Luke Rhodes,IND,31,LS,17,0,,,0.00,,,,,,,0,0.00,0.18,0.06,0.12,0.00,0.00,
Hassan Ridgeway,HOU,29,DT,3,1,,,0.00,,,,,,,0,0.00,2.00,0.33,1.67,0.00,0.00,
Brad Robbins,CIN,25,P,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Chris Rodriguez,WAS,23,RB,13,0,,,0.00,,,0.00,0.08,0,0,0,0.00,0.08,0.08,0.00,0.00,0.00,
Jeremy Ruckert,NYJ,23,TE,15,6,,,0.00,,,,,,,0,0.00,0.13,0.07,0.07,0.00,0.00,
Jason Sanders,MIA,28,K,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Benny Sapp III,GNB,23,S,5,0,,,0.00,,,,,,,0,0.00,0.40,0.20,0.20,0.00,0.00,
Josiah Scott,PHI,24,DB,4,0,,,0.00,,,,,,,0,0.00,0.50,0.25,0.25,0.00,0.00,
Deadrin Senat,TAM,29,NT,3,0,,,0.00,,,,,,,0,0.00,0.33,0.33,0.00,0.00,0.00,
Ty Shelby,LAC,25,OLB,1,0,,,0.00,,,,,,,0,0.00,1.00,1.00,0.00,0.00,0.00,
Trent Sieg,DAL,28,LS,17,0,,,0.00,,,,,,,0,0.00,0.12,0.06,0.06,0.00,0.00,
Nesta Jade Silvera,LVR,23,DT,2,0,,,0.00,,,,,,,0,0.00,1.00,0.50,0.50,0.00,0.00,
Joey Slye,WAS,27,K,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Tanzel Smart,NYJ,29,DL,4,0,,,0.00,,,,,,,0,0.00,0.50,0.25,0.25,0.00,0.00,
Cam Smith,MIA,23,CB,15,0,,,0.00,,,,,,,0,0.00,0.13,0.07,0.07,0.00,0.00,
Christopher Smith,LVR,23,S,12,0,,,0.00,,,,,,,0,0.00,0.08,0.08,0.00,0.00,0.00,
T.J. Smith,MIN,26,DL,2,0,,,0.00,,,,,,,0,0.00,2.00,0.50,1.50,0.00,0.00,
Ihmir Smith-Marsette,CAR,24,WR,17,0,,,0.00,,,0.00,0.12,2,0,0,0.00,0.12,0.06,0.06,0.00,0.00,
Durham Smythe,MIA,28,TE,16,14,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Jack Stoll,PHI,25,TE,17,10,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Ryan Stonehouse,TEN,24,P,12,0,,,0.00,,,0.00,0.08,0,0,0,0.00,0.08,0.08,0.00,0.00,0.00,
Brenton Strange,JAX,23,TE,14,4,,,0.00,,,,,,,0,0.00,0.07,0.07,0.00,0.07,0.00,
Stephen Sullivan,CAR,27,TE,11,0,,,0.00,,,,,,,0,0.00,0.09,0.09,0.00,0.00,0.00,
Ty Summers,NOR,28,LB,15,0,,,0.00,,,,,,,0,0.00,0.13,0.07,0.07,0.00,0.00,
Geoff Swaim,ARI,30,TE,14,8,,,0.00,,,,,,,0,0.00,0.07,0.07,0.00,0.00,0.00,
Drake Thomas,SEA,23,LB,7,0,,,0.00,,,,,,,0,0.00,0.43,0.14,0.29,0.00,0.00,
Ian Thomas,CAR,27,TE,12,5,,,0.00,,,,,,,0,0.00,0.08,0.08,0.00,0.00,0.00,
Robert Tonyan,CHI,29,TE,17,6,,,0.00,,,0.00,0.00,1,0,0,0.00,0.12,0.06,0.06,0.00,0.00,
Laquon Treadwell,BAL,28,WR,5,1,,,0.00,,,,,,,0,0.00,0.40,0.20,0.20,0.00,0.00,
Sean Tucker,TAM,22,RB,11,0,,,0.00,,,,,,,0,0.00,0.09,0.09,0.00,0.00,0.00,
Cole Turner,WAS,23,TE,12,1,,,0.00,,,,,,,0,0.00,0.08,0.08,0.00,0.00,0.00,
Kendal Vickers,BUF,28,DE,2,0,,,0.00,,,,,,,0,0.00,1.00,0.50,0.50,0.00,0.00,
Jonathan Ward,TEN,26,RB,7,0,,,0.00,,,,,,,0,0.00,0.14,0.14,0.00,0.00,0.00,
Dwayne Washington,DEN,29,RB,13,0,,,0.00,,,,,,,0,0.00,0.23,0.08,0.15,0.00,0.00,
Justin Watson,KAN,27,WR,16,8,,,0.00,,,0.00,0.06,0,0,0,0.00,0.06,0.06,0.00,0.00,0.00,
Zamir White,LVR,24,RB,17,4,,,0.00,,,0.00,0.06,0,0,0,0.00,0.12,0.06,0.06,0.00,0.00,
Josh Whyle,TEN,24,TE,11,3,,,0.00,,,,,,,0,0.00,0.09,0.09,0.00,0.00,0.00,
Jaylin Williams,MIN,23,CB,3,0,,,0.00,,,,,,,0,0.00,0.33,0.33,0.00,0.00,0.00,
Joejuan Williams,2TM,26,CB,6,0,0.00,0.00,0.00,0,0.33,,,,,0,0.00,0.33,0.17,0.17,0.00,0.00,
Brayden Willis,SFO,24,TE,7,0,,,0.00,,,,,,,0,0.00,0.14,0.14,0.00,0.00,0.00,
James Winchester,KAN,34,LS,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Perrion Winfrey,NYJ,23,DT,1,0,,,0.00,,,,,,,0,0.00,3.00,1.00,2.00,0.00,0.00,
Chase Winovich,MIA,28,DE,3,0,,,0.00,,,,,,,0,0.00,0.67,0.33,0.33,0.00,0.00,
Chris Wormley,CAR,30,DE,5,0,,,0.00,,,,,,,0,0.00,0.80,0.20,0.60,0.00,0.00,
Brock Wright,DET,25,TE,14,4,,,0.00,,,,,,,0,0.00,0.07,0.07,0.00,0.00,0.00,
Oshane Ximines,NYG,27,LB,3,0,,,0.00,,,,,,,0,0.00,1.33,0.33,1.00,0.00,0.67,
Kenny Yeboah,NYJ,25,TE,5,1,,,0.00,,,,,,,0,0.00,0.40,0.20,0.20,0.00,0.00,
Nate Adkins,DEN,24,TE,10,1,,,0.00,,,,,,,0,0.00,0.10,0.00,0.10,0.00,0.00,
McTelvin Agim,IND,26,DT,1,0,,,0.00,,,,,,,0,0.00,2.00,0.00,2.00,0.00,1.00,
Mo Alie-Cox,IND,30,TE,17,7,,,0.00,,,,,,,0,0.00,0.12,0.00,0.12,0.00,0.00,
Josh Allen,BUF,27,QB,17,17,,,0.00,,,0.00,0.41,1,-4,0,0.00,,,,,,
Keenan Allen*,LAC,31,WR,13,13,,,0.00,,,0.00,0.15,1,0,0,0.00,,,,,,
Stephen Anderson,LAC,30,TE,3,0,,,0.00,,,,,,,0,0.00,0.33,0.00,0.33,0.00,0.00,
David Andrews,NWE,31,C,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Mark Andrews,BAL,28,TE,10,9,,,0.00,,,0.00,0.10,1,0,0,0.00,,,,,,
Eli Ankou,ATL,29,DT,1,0,,,0.00,,,,,,,0,0.00,1.00,0.00,1.00,0.00,0.00,
Calvin Austin,PIT,24,WR,17,1,,,0.00,,,0.00,0.12,2,0,0,0.00,,,,,,
Joe Bachie,CIN,25,LB,16,0,,,0.00,,,,,,,0,0.00,0.19,0.00,0.19,0.00,0.00,
Tyson Bagent,CHI,23,QB,5,4,,,0.00,,,0.00,0.60,1,0,0,0.00,,,,,,
Saquon Barkley,NYG,26,RB,14,14,,,0.00,,,0.00,0.14,1,0,0,0.00,,,,,,
Mekhi Becton,NYJ,24,T,16,16,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Blake Bell,KAN,32,TE,17,3,,,0.00,,,0.00,0.06,0,0,0,0.00,0.06,0.00,0.06,0.00,0.00,
Daniel Bellinger,NYG,23,TE,17,13,,,0.00,,,,,,,0,0.00,0.18,0.00,0.18,0.00,0.00,
Braxton Berrios,MIA,28,WR,16,1,,,0.00,,,0.00,0.06,2,0,0,0.00,,,,,,
Tyler Biadasz,DAL,26,C,16,16,,,0.00,,,0.00,0.00,2,0,0,0.00,,,,,,
Tank Bigsby,JAX,22,RB,17,0,,,0.00,,,0.00,0.12,1,-9,0,0.00,,,,,,
Ethan Bonner,MIA,24,CB,2,0,0.00,0.00,0.00,0,0.50,,,,,0,0.00,0.50,0.00,0.50,0.00,0.00,
Garrett Bradbury,MIN,28,C,14,14,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Orlando Brown Jr.,CIN,27,T,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Jake Browning,CIN,27,QB,9,7,,,0.00,,,0.00,0.33,1,0,0,0.00,,,,,,
Austin Bryant,SFO,27,DL,2,0,,,0.00,,,,,,,0,0.00,0.50,0.00,0.50,0.00,0.00,
Matthew Butler,LVR,24,DT,2,0,,,0.00,,,,,,,0,0.00,0.50,0.00,0.50,0.00,0.00,
Grant Calcaterra,PHI,25,TE,15,1,,,0.00,,,,,,,0,0.00,0.13,0.00,0.13,0.00,0.00,
Parris Campbell,NYG,26,WR,12,3,,,0.00,,,0.00,0.00,1,-2,0,0.00,,,,,,
Andre Carter II,MIN,23,OLB,12,0,,,0.00,,,,,,,0,0.00,0.17,0.00,0.17,0.00,0.00,
DeAndre Carter,LVR,30,WR,17,1,,,0.00,,,0.00,0.12,2,0,0,0.00,,,,,,
Ty Chandler,MIN,25,RB,17,4,,,0.00,,,,,,,0,0.00,0.12,0.00,0.12,0.00,0.00,
Zach Charbonnet,SEA,22,RB,16,2,,,0.00,,,,,,,0,0.00,0.06,0.00,0.06,0.00,0.00,
DJ Chark,CAR,27,WR,15,11,,,0.00,,,0.00,0.13,1,0,0,0.00,,,,,,
Ja'Marr Chase*,CIN,23,WR,16,16,,,0.00,,,0.00,0.06,1,0,0,0.00,,,,,,
Dan Chisena,ARI,26,WR,4,0,,,0.00,,,,,,,0,0.00,0.50,0.00,0.50,0.00,0.00,
Lewis Cine,MIN,24,S,7,0,,,0.00,,,,,,,0,0.00,0.14,0.00,0.14,0.00,0.00,
Sean Clifford,GNB,25,QB,2,0,,,0.00,,,0.00,0.50,1,-1,0,0.00,,,,,,
Nico Collins,HOU,24,WR,15,10,,,0.00,,,0.07,0.07,1,0,0,0.00,,,,,,
James Conner,ARI,28,RB,13,13,,,0.00,,,0.00,0.00,2,0,0,0.00,,,,,,
James Cook*,BUF,24,RB,17,13,,,0.00,,,0.00,0.24,1,0,0,0.00,,,,,,
Amari Cooper*,CLE,29,WR,15,15,,,0.00,,,0.00,0.13,1,0,0,0.00,,,,,,
Kirk Cousins,MIN,35,QB,8,8,,,0.00,,,0.00,0.88,2,1,0,0.00,,,,,,
Britain Covey,PHI,26,WR,16,0,,,0.00,,,0.00,0.13,1,0,0,0.00,,,,,,
Jamison Crowder,WAS,30,WR,17,0,,,0.00,,,0.00,0.12,1,2,0,0.00,,,,,,
DeeJay Dallas,SEA,25,RB,17,0,,,0.00,,,0.00,0.12,0,0,0,0.00,0.18,0.00,0.18,0.00,0.00,
Darrell Daniels,DET,29,TE,3,0,,,0.00,,,,,,,0,0.00,0.33,0.00,0.33,0.00,0.00,
Sam Darnold,SFO,26,QB,10,1,,,0.00,,,0.00,0.30,2,-1,0,0.00,,,,,,
Carl Davis,DAL,31,NT,3,0,,,0.00,,,,,,,0,0.00,1.00,0.00,1.00,0.00,0.00,
Derius Davis,LAC,23,WR,17,2,,,0.00,,,0.00,0.18,2,0,0,0.00,,,,,,
Tank Dell,HOU,24,WR,11,8,,,0.00,,,0.00,0.09,2,0,0,0.00,,,,,,
Tommy DeVito,NYG,25,QB,9,6,,,0.00,,,0.00,0.22,1,-1,0,0.00,,,,,,
Riley Dixon,DEN,30,P,17,0,,,0.00,,,,,,,0,0.00,0.06,0.00,0.06,0.00,0.00,
Joshua Dobbs,2TM,28,QB,13,12,,,0.00,,,0.00,1.08,7,-4,0,0.00,,,,,,
Michael Dogbe,HOU,27,DE,1,0,,,0.00,,,,,,,0,0.00,1.00,0.00,1.00,0.00,0.00,
Demario Douglas,NWE,23,WR,14,7,,,0.00,,,0.00,0.21,1,0,0,0.00,,,,,,
Rico Dowdle,DAL,25,RB,16,0,,,0.00,,,,,,,0,0.00,0.06,0.00,0.06,0.00,0.00,
Ross Dwelley,SFO,28,TE,12,0,,,0.00,,,,,,,0,0.00,0.08,0.00,0.08,0.00,0.00,
Gus Edwards,BAL,28,RB,17,9,,,0.00,,,0.00,0.18,1,0,0,0.00,,,,,,
Austin Ekeler,LAC,28,RB,14,14,,,0.00,,,0.00,0.36,1,-1,0,0.00,,,,,,
Evan Engram*,JAX,29,TE,17,15,,,0.00,,,0.00,0.18,1,0,0,0.00,,,,,,
Alex Erickson,LAC,31,WR,8,3,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Cameron Erving,NOR,31,G,3,2,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Mike Evans*,TAM,30,WR,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Joshua Ezeudu,NYG,24,OL,6,5,,,0.00,,,0.00,0.00,2,0,0,0.00,,,,,,
George Fant,HOU,31,T,16,13,,,0.00,,,0.00,0.00,1,6,0,0.00,,,,,,
Austin Faoliu,SEA,24,NT,2,0,,,0.00,,,,,,,0,0.00,0.50,0.00,0.50,0.00,0.00,
Olakunle Fatukasi,LAR,24,LB,1,0,,,0.00,,,,,,,0,0.00,1.00,0.00,1.00,0.00,0.00,
Justin Fields,CHI,24,QB,13,13,,,0.00,,,0.00,0.77,1,-8,0,0.00,,,,,,
Tucker Fisk,ATL,24,TE,6,2,,,0.00,,,,,,,0,0.00,0.17,0.00,0.17,0.00,0.00,
Joe Flacco,CLE,38,QB,5,5,,,0.00,,,0.00,0.80,1,-2,0,0.00,,,,,,
Jerome Ford,CLE,24,RB,17,12,,,0.00,,,0.00,0.06,2,0,0,0.00,,,,,,
Pat Freiermuth,PIT,25,TE,12,9,,,0.00,,,0.08,0.00,0,0,0,0.00,,,,,,
Hjalte Froholdt,ARI,27,OL,17,17,,,0.00,,,0.00,0.06,1,-11,0,0.00,,,,,,
Jimmy Garoppolo,LVR,32,QB,7,6,,,0.00,,,0.00,0.14,1,0,0,0.00,,,,,,
Mike Gesicki,NWE,28,TE,17,10,,,0.00,,,0.06,0.00,0,0,0,0.00,,,,,,
Antonio Gibson,WAS,25,RB,16,2,,,0.00,,,0.00,0.25,2,0,0,0.00,,,,,,
Mark Glowinski,NYG,31,RG,13,6,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Jared Goff,DET,29,QB,17,17,,,0.00,,,0.00,0.35,2,0,0,0.00,,,,,,
Derrick Gore,WAS,29,RB,6,0,,,0.00,,,,,,,0,0.00,0.17,0.00,0.17,0.00,0.00,
Jalen Guyton,LAC,26,WR,8,3,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Robert Hainsey,TAM,25,C,17,17,,,0.00,,,0.00,0.06,2,2,0,0.00,,,,,,
Breece Hall,NYJ,22,RB,17,16,,,0.00,,,0.00,0.12,3,-1,0,0.00,,,,,,
De'Jon Harris,WAS,26,LB,8,0,,,0.00,,,,,,,0,0.00,0.13,0.00,0.13,0.00,0.00,
Jack Heflin,NOR,25,DT,1,0,,,0.00,,,,,,,0,0.00,1.00,0.00,1.00,0.00,0.00,
Taylor Heinicke,ATL,30,QB,5,4,,,0.00,,,0.00,0.20,1,-4,0,0.00,,,,,,
Derrick Henry*,TEN,29,RB,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Justin Herbert,LAC,25,QB,13,13,,,0.00,,,0.00,0.31,3,-4,0,0.00,,,,,,
Elijah Higgins,ARI,23,TE,11,2,,,0.00,,,,,,,0,0.00,0.18,0.00,0.18,0.00,0.00,
Timmy Horne,2TM,26,DL,4,0,0.00,0.00,0.00,0,0.25,,,,,0,0.00,1.00,0.00,1.00,0.00,0.00,
Tytus Howard,HOU,27,T,7,7,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
